table,column,value
stores,store_phone,605-319-8245
stores,store_phone,+65(1)3590790358
stores,store_phone,(941)444-7666x7089
stores,store_phone,1-327-185-9368
stores,store_phone,893-457-3102x4293
stores,store_phone,127.870.0753x54565
stores,store_email_address,fkuvalis@example.net
stores,store_email_address,shirley07@example.net
stores,store_email_address,rborer@example.org
stores,store_email_address,fjacobson@example.com
stores,store_email_address,ewisoky@example.org
stores,store_email_address,adams.miles@example.net
stores,store_email_address,lurline24@example.org
stores,store_email_address,carmel04@example.com
stores,store_email_address,adan93@example.com
stores,store_email_address,frederik37@example.org
stores,other_details,5 stars
stores,other_details,4 stars
stores,other_details,
stores,other_details,3 stars
bookings,booking_id,1
bookings,booking_id,2
bookings,booking_id,3
bookings,booking_id,4
bookings,booking_id,5
bookings,booking_id,6
bookings,booking_id,7
bookings,booking_id,8
bookings,booking_id,9
bookings,booking_id,10
bookings,booking_id,11
bookings,booking_id,12
bookings,booking_id,13
bookings,booking_id,14
bookings,booking_id,15
bookings,customer_id,868
bookings,customer_id,423
bookings,customer_id,776
bookings,customer_id,938
bookings,customer_id,426
bookings,customer_id,527
bookings,customer_id,591
bookings,customer_id,953
bookings,customer_id,508
bookings,customer_id,605
bookings,customer_id,735
bookings,workshop_group_id,685
bookings,workshop_group_id,176
bookings,workshop_group_id,140
bookings,workshop_group_id,136
bookings,workshop_group_id,954
bookings,workshop_group_id,735
bookings,workshop_group_id,405
bookings,workshop_group_id,838
bookings,workshop_group_id,708
bookings,status_code,good
bookings,status_code,stop
bookings,store_id,1
bookings,store_id,2
bookings,store_id,4
bookings,store_id,5
bookings,store_id,6
bookings,store_id,7
bookings,store_id,8
bookings,store_id,9
bookings,order_date,2007-08-05 15:46:29
bookings,order_date,2016-12-12 10:43:01
bookings,order_date,1975-12-30 14:12:32
bookings,order_date,1995-02-02 15:52:57
bookings,order_date,1971-05-11 06:53:01
bookings,order_date,1982-05-19 05:37:51
bookings,order_date,1996-09-14 10:17:55
bookings,order_date,1975-11-23 06:28:47
bookings,order_date,1976-08-20 00:33:08
bookings,order_date,1992-11-26 18:11:10
bookings,order_date,1976-10-24 07:40:47
bookings,order_date,1991-10-11 17:24:15
bookings,order_date,1984-12-17 12:53:51
bookings,order_date,1995-05-10 14:49:47
bookings,order_date,1992-05-11 23:22:41
bookings,planned_delivery_date,2017-04-27 00:16:00
bookings,planned_delivery_date,1973-04-02 03:10:21
bookings,planned_delivery_date,1974-05-07 21:40:39
bookings,planned_delivery_date,2016-06-06 20:35:14
bookings,planned_delivery_date,1978-04-10 12:23:59
bookings,planned_delivery_date,2008-07-18 18:15:40
bookings,planned_delivery_date,1979-07-19 19:44:01
bookings,planned_delivery_date,2009-07-09 09:18:38
bookings,planned_delivery_date,1989-01-05 19:24:45
bookings,planned_delivery_date,1971-06-29 03:04:47
bookings,planned_delivery_date,2014-06-05 10:19:46
bookings,planned_delivery_date,1993-04-17 23:53:01
bookings,planned_delivery_date,1999-05-11 01:26:06
bookings,planned_delivery_date,1972-06-25 15:51:34
bookings,planned_delivery_date,2013-03-10 18:47:05
bookings,actual_delivery_date,2016-04-30 11:45:39
bookings,actual_delivery_date,1983-10-09 10:48:48
bookings,actual_delivery_date,1989-11-17 00:32:13
bookings,actual_delivery_date,1983-02-07 20:27:10
bookings,actual_delivery_date,1990-03-16 19:38:47
bookings,actual_delivery_date,1983-07-01 22:10:19
bookings,actual_delivery_date,1971-01-13 13:24:52
bookings,actual_delivery_date,1985-09-02 11:34:39
bookings,actual_delivery_date,2004-02-22 04:37:14
bookings,actual_delivery_date,1976-01-08 07:19:23
bookings,actual_delivery_date,1986-10-04 13:31:10
bookings,actual_delivery_date,1997-11-21 10:07:40
bookings,actual_delivery_date,1995-12-21 05:01:38
bookings,actual_delivery_date,1996-10-24 21:15:27
bookings,actual_delivery_date,1982-04-18 02:59:08
bookings,other_order_details,
performers_in_bookings,order_id,1
performers_in_bookings,order_id,2
performers_in_bookings,order_id,3
performers_in_bookings,order_id,4
performers_in_bookings,order_id,7
performers_in_bookings,order_id,8
performers_in_bookings,order_id,9
performers_in_bookings,order_id,11
performers_in_bookings,order_id,13
performers_in_bookings,order_id,15
performers_in_bookings,performer_id,832
performers_in_bookings,performer_id,313
performers_in_bookings,performer_id,360
performers_in_bookings,performer_id,808
performers_in_bookings,performer_id,650
performers_in_bookings,performer_id,904
performers_in_bookings,performer_id,976
performers_in_bookings,performer_id,656
performers_in_bookings,performer_id,466
performers_in_bookings,performer_id,882
performers_in_bookings,performer_id,341
performers_in_bookings,performer_id,376
performers_in_bookings,performer_id,153
performers_in_bookings,performer_id,954
performers_in_bookings,performer_id,798
customer_orders,order_id,1
customer_orders,order_id,2
customer_orders,order_id,3
customer_orders,order_id,4
customer_orders,order_id,5
customer_orders,order_id,6
customer_orders,order_id,7
customer_orders,order_id,8
customer_orders,order_id,9
customer_orders,order_id,10
customer_orders,order_id,11
customer_orders,order_id,12
customer_orders,order_id,13
customer_orders,order_id,14
customer_orders,order_id,15
customer_orders,customer_id,418
customer_orders,customer_id,546
customer_orders,customer_id,516
customer_orders,customer_id,712
customer_orders,customer_id,556
customer_orders,customer_id,240
customer_orders,customer_id,304
customer_orders,store_id,512
customer_orders,store_id,291
customer_orders,store_id,229
customer_orders,store_id,518
customer_orders,store_id,231
customer_orders,store_id,421
customer_orders,store_id,150
customer_orders,store_id,344
customer_orders,store_id,444
customer_orders,order_date,2011-01-05 08:01:07
customer_orders,order_date,1994-08-03 12:34:58
customer_orders,order_date,1999-11-20 18:48:05
customer_orders,order_date,1971-05-12 10:12:46
customer_orders,order_date,1979-09-01 06:29:01
customer_orders,order_date,2003-06-24 11:44:51
customer_orders,order_date,1988-11-13 15:42:13
customer_orders,order_date,2014-07-10 10:56:01
customer_orders,order_date,1998-03-10 14:01:00
customer_orders,order_date,1981-06-20 16:29:43
customer_orders,order_date,1985-05-29 01:20:18
customer_orders,order_date,1993-11-22 14:56:28
customer_orders,order_date,2000-07-03 21:41:50
customer_orders,order_date,1973-02-16 19:28:34
customer_orders,order_date,2008-04-02 18:00:15
customer_orders,planned_delivery_date,1990-09-25 07:14:01
customer_orders,planned_delivery_date,1996-08-26 19:19:59
customer_orders,planned_delivery_date,1984-05-07 12:05:33
customer_orders,planned_delivery_date,1980-12-19 05:49:35
customer_orders,planned_delivery_date,1979-05-15 03:00:09
customer_orders,planned_delivery_date,2014-06-18 09:42:23
customer_orders,planned_delivery_date,2004-04-24 01:52:57
customer_orders,planned_delivery_date,1977-07-08 16:35:46
customer_orders,planned_delivery_date,2012-05-19 00:38:52
customer_orders,planned_delivery_date,1994-08-08 03:08:23
customer_orders,planned_delivery_date,1977-03-11 03:58:19
customer_orders,planned_delivery_date,1996-05-17 09:10:57
customer_orders,planned_delivery_date,1973-08-20 08:52:39
customer_orders,planned_delivery_date,1994-11-12 04:49:11
customer_orders,planned_delivery_date,1987-03-21 18:50:27
customer_orders,actual_delivery_date,1996-04-13 19:05:34
customer_orders,actual_delivery_date,1998-08-22 17:57:32
customer_orders,actual_delivery_date,1976-05-20 03:24:23
customer_orders,actual_delivery_date,2011-04-13 07:15:35
customer_orders,actual_delivery_date,1993-09-16 23:20:05
customer_orders,actual_delivery_date,2004-03-27 23:30:12
customer_orders,actual_delivery_date,2016-10-18 16:11:20
customer_orders,actual_delivery_date,2003-12-16 23:37:19
customer_orders,actual_delivery_date,1990-11-14 03:53:06
customer_orders,actual_delivery_date,2011-04-23 06:39:09
customer_orders,actual_delivery_date,1972-08-15 19:12:14
customer_orders,actual_delivery_date,2004-04-23 21:19:39
customer_orders,actual_delivery_date,1996-02-16 04:20:17
customer_orders,actual_delivery_date,2015-06-20 20:51:17
customer_orders,actual_delivery_date,1992-07-21 22:11:11
customer_orders,other_order_details,
order_items,order_item_id,1
order_items,order_item_id,2
order_items,order_item_id,3
order_items,order_item_id,4
order_items,order_item_id,5
order_items,order_item_id,6
order_items,order_item_id,7
order_items,order_item_id,8
order_items,order_item_id,9
order_items,order_item_id,10
order_items,order_item_id,11
order_items,order_item_id,12
order_items,order_item_id,13
order_items,order_item_id,14
order_items,order_item_id,15
order_items,order_id,1
order_items,order_id,2
order_items,order_id,3
order_items,order_id,4
order_items,order_id,5
order_items,order_id,6
order_items,order_id,7
order_items,order_id,10
order_items,order_id,11
order_items,order_id,12
order_items,order_id,15
order_items,product_id,233
order_items,product_id,300
order_items,product_id,46
order_items,product_id,273
order_items,product_id,81
order_items,product_id,83
order_items,product_id,179
order_items,product_id,216
order_items,product_id,156
order_items,order_quantity,1
order_items,order_quantity,2
order_items,other_item_details,
invoices,invoice_id,128
invoices,invoice_id,162
invoices,invoice_id,483
invoices,invoice_id,164
invoices,invoice_id,548
invoices,invoice_id,612
invoices,invoice_id,679
invoices,invoice_id,777
invoices,invoice_id,587
invoices,invoice_id,398
invoices,invoice_id,272
invoices,invoice_id,212
invoices,invoice_id,406
invoices,invoice_id,633
invoices,invoice_id,733
invoices,order_id,1
invoices,order_id,3
invoices,order_id,4
invoices,order_id,6
invoices,order_id,7
invoices,order_id,8
invoices,order_id,10
invoices,order_id,11
invoices,order_id,12
invoices,order_id,13
invoices,order_id,14
invoices,payment_method_code,American E
invoices,payment_method_code,Visa
invoices,payment_method_code,MasterCard
invoices,product_id,2
invoices,product_id,3
invoices,product_id,4
invoices,product_id,6
invoices,product_id,7
invoices,product_id,8
invoices,product_id,9
invoices,order_quantity,1
invoices,order_quantity,2
invoices,other_item_details,
invoices,order_item_id,1
invoices,order_item_id,3
invoices,order_item_id,4
invoices,order_item_id,5
invoices,order_item_id,7
invoices,order_item_id,8
invoices,order_item_id,9
services,service_id,640
services,service_id,421
services,service_id,773
services,service_id,840
services,service_id,779
services,service_id,396
services,service_id,525
services,service_id,798
services,service_id,597
services,service_id,630
services,service_id,662
services,service_id,219
services,service_id,220
services,service_id,414
services,service_id,191
services,service_type_code,1
services,service_type_code,2
services,service_type_code,3
services,service_type_code,4
services,workshop_group_id,708
services,workshop_group_id,838
services,workshop_group_id,415
services,workshop_group_id,314
services,workshop_group_id,431
services,workshop_group_id,176
services,workshop_group_id,405
services,workshop_group_id,470
services,workshop_group_id,954
services,workshop_group_id,382
services,workshop_group_id,735
services,product_description,
services,product_name,dinning
services,product_name,film
